GeoType,GEOID,GeoName,TotalPop,discuss,discussOppose,CO2limits,CO2limitsOppose,trustclimsciSST,trustclimsciSSTOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,fundrenewables,fundrenewablesOppose,mediaweekly,mediaweeklyOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose
County,22057,"Lafourche Parish, Louisiana",63783,27.303,38.022,57.949,40.907,62.399,35.257,65.807,34.027,56.901,41.737,76.209,23.452,NA,NA,60.501,17.673,43.679,38.801,37.652,32.721,48.483,51.548,34.323,54.922,50.766,38.845,53.488,32.284,60.951,26.547,58.868,29.774,44.575,55.057
County,22059,"LaSalle Parish, Louisiana",10163,24.37,41.361,51.556,47.311,59.134,39.017,63.611,36.629,54.062,44.997,73.974,26.415,NA,NA,54.336,23.286,39.518,42.51,32.402,38.463,41.27,58.753,30.238,58.764,45.171,44.523,47.807,38.202,55.55,31.928,53.225,35.35,39.583,60.387
County,22061,"Lincoln Parish, Louisiana",25439,30.321,36.224,64.69,33.901,68.817,28.116,70.188,29.337,62.593,36.125,79.162,20.247,NA,NA,67.651,11.581,49.207,35.847,44.737,27.677,54.857,45.295,38.815,49.381,55.975,32.646,59.915,25.652,66.19,20.419,64.356,23.53,51.21,48.333
County,22063,"Livingston Parish, Louisiana",85250,26.672,39.05,53.511,45.72,61.075,37.83,65.081,35.545,56.602,42.84,74.638,25.887,NA,NA,56.058,23.483,41.198,40.709,35.398,38.283,42.258,57.795,29.857,60.333,45.893,45.164,48.966,38.586,57.179,31.201,54.096,35.439,39.279,60.899
County,22065,"Madison Parish, Louisiana",7834,25.97,43.193,65.871,31.665,68.665,26.115,71.24,27.338,63.704,33.979,78.286,20.627,NA,NA,68.093,8.018,49.113,36.567,41.365,22.539,58.243,41.969,42.488,39.9,58.336,24.915,61.062,19.536,66.449,15.353,65.111,18.176,55.48,43.359
County,22067,"Morehouse Parish, Louisiana",18255,24.882,43.236,62.194,35.503,65.639,29.549,69.315,29.545,60.78,37.277,76.963,22.413,NA,NA,63.837,11.452,45.705,39.261,37.985,27.206,52.453,47.743,37.898,45.809,53.532,30.734,56.296,24.944,62.714,19.684,61.365,22.757,50.905,48.207
County,22069,"Natchitoches Parish, Louisiana",23537,29.032,38.627,66.555,32.122,69.393,27.376,71.838,27.596,64.61,33.869,79.778,19.761,NA,NA,68.217,10.932,49.386,35.329,44.75,26.488,55.544,44.593,39.236,47.428,56.445,30.995,60.041,24.462,65.833,19.542,64.289,22.402,52.12,47.451
County,22071,"Orleans Parish, Louisiana",250155,37.102,33.083,78.883,20.416,78.184,19.283,77.735,21.647,73.026,25.61,84.802,14.093,NA,NA,80.174,5.399,61.748,26.236,60.029,18.054,68.501,31.601,48.51,39.664,66.932,22.13,71.675,15.414,75.583,12.015,73.13,14.45,62.357,37.292
County,22073,"Ouachita Parish, Louisiana",98147,25.745,40.047,61.55,36.748,66.532,30.07,69.473,30.073,61.09,37.681,78.218,21.75,NA,NA,64.065,13.719,46.995,36.964,40.053,30.247,50.95,49.208,35.801,50.67,52.273,34.99,55.825,28.166,64.035,21.497,62.316,24.669,48.312,51.312
County,22075,"Plaquemines Parish, Louisiana",15173,27.151,38.584,57.831,40.366,63.232,33.272,66.885,32.73,58.194,40.176,76.688,22.958,NA,NA,61.772,15.582,44.808,38.763,37.419,31.694,50.384,49.772,35.896,51.917,52.257,35.919,55.232,29.352,62.425,23.63,60.357,27.378,46.384,53.047
County,22077,"Pointe Coupee Parish, Louisiana",15528,24.839,42.341,54.426,43.761,64.814,32.232,66.551,33.629,58.978,39.398,76.17,23.476,NA,NA,61.033,13.677,44.436,38.027,34.944,29.176,52.376,47.922,37.663,46.985,54.084,31.038,56.804,25.047,62.674,21.028,60.133,24.958,47,52.191
County,22079,"Rapides Parish, Louisiana",86342,26.601,39.854,58.703,40.023,65.511,31.946,68.389,31.58,59.725,39.162,77.956,22.096,NA,NA,63.256,15.757,45.722,38.337,40.164,30.399,50.25,49.906,35.849,51.565,52.164,35.694,55.695,29.3,62.307,24.59,60.097,27.914,47.04,52.691
County,22081,"Red River Parish, Louisiana",5861,24.719,43.138,56.394,41.816,65.6,31.215,67.672,32.301,60.219,38.094,76.373,23.227,NA,NA,61.938,12.634,45.416,37.755,35.955,27.729,53.161,47.1,38.051,45.772,54.595,29.935,57.254,24.134,63.077,19.925,60.79,23.635,47.959,51.248
County,22083,"Richland Parish, Louisiana",13762,24.268,43.017,58.643,39.313,64.091,31.976,67.726,31.521,59.125,39.322,76.032,23.847,NA,NA,60.383,15.164,43.499,40.577,35.766,31.338,48.202,51.935,34.618,50.486,49.977,35.711,52.869,29.667,59.975,23.558,58.265,26.93,46.838,52.618
County,22085,"Sabine Parish, Louisiana",16426,27.36,38.376,57.047,42.047,62.984,34.909,65.73,34.343,57.513,41.262,76.638,23.278,NA,NA,59.689,18.591,43.249,39.09,37.79,33.858,47.19,52.849,34.223,54.886,50.577,39.144,53.498,32.362,60.096,26.675,58.33,30.238,44.018,55.856
County,22087,"St. Bernard Parish, Louisiana",26131,26.433,39.832,61.861,36.8,66.991,30.508,70.424,29.229,62.096,36.566,78.133,21.898,NA,NA,62.953,15.753,47.127,37.022,39.881,31.394,50.553,49.553,35.148,52.42,51.78,36.568,55.454,29.92,62.628,23.592,60.564,26.94,46.261,53.618
County,22089,"St. Charles Parish, Louisiana",34363,25.229,40.634,53.359,45.003,64.528,33.188,66.637,33.62,58.523,40.286,76.099,24.022,NA,NA,59.826,16.869,43.95,39.17,34.892,33.083,48.981,51.243,34.747,52.015,50.92,36.257,54.326,29.682,61.289,24.194,58.606,28.335,44.086,55.55
County,22091,"St. Helena Parish, Louisiana",7266,26.574,41.584,66.86,30.858,68.413,26.417,71.908,26.702,63.659,34.052,79.02,19.968,NA,NA,68.434,8.765,49.306,36.692,42.308,23.744,57.596,42.623,41.498,42.458,57.83,26.847,60.782,21.05,66.678,16.302,65.532,19.241,54.895,44.003
County,22093,"St. James Parish, Louisiana",14421,25.857,42.324,65.499,32.281,68.727,26.547,71.856,26.963,63.8,34.22,78.771,20.563,NA,NA,67.229,9.681,48.626,37.229,41.34,25.076,55.878,44.35,39.89,43.797,56.148,28.35,59.362,22.462,65.543,17.29,64.234,20.376,53.419,45.673
County,22095,"St. John the Baptist Parish, Louisiana",28756,27.913,40.82,68.288,29.362,70.674,24.802,73.073,25.181,65.553,32.428,79.108,19.432,NA,NA,70.292,8.268,51.881,34.913,44.08,23.202,59.49,40.728,42.288,41.558,58.932,25.85,62.387,20.063,68.125,15.42,66.588,18.293,55.976,43.161
County,22097,"St. Landry Parish, Louisiana",53562,25.582,41.926,64.369,33.782,67.035,28.785,71.297,27.817,62.642,35.583,78.523,21.094,NA,NA,64.621,11.527,47.284,37.984,39.911,27.24,53.562,46.596,38.082,46.608,54.238,30.941,57.349,25.051,63.439,20.175,62.039,23.072,50.858,48.375
County,22099,"St. Martin Parish, Louisiana",34592,27.178,40.416,63.447,35.548,68.218,29.516,71.479,28.301,63.614,35.097,78.907,21.097,NA,NA,64.735,14.03,47.056,36.578,41.367,29.431,51.667,48.411,36.499,50.084,53.31,34.105,56.903,27.406,63.569,21.566,61.005,25.138,47.868,51.939
County,22101,"St. Mary Parish, Louisiana",35338,25.982,40.126,61.212,36.818,64.544,31.322,67.788,31.404,59.01,39.144,76.571,22.734,NA,NA,62.719,13.426,46.43,37.91,37.837,28.389,52.304,47.836,37.812,48.359,53.792,32.726,56.505,26.657,62.536,21.863,60.914,25.532,49.376,49.85
County,22103,"St. Tammany Parish, Louisiana",161456,28.583,35.063,58.051,41.103,65.449,32.997,67.526,32.922,59.313,39.999,78.19,22.187,NA,NA,60.675,19.816,44.989,37.979,40.107,36.233,47.219,52.88,32.775,58.864,49.845,42.516,53.59,35.493,61.782,28.843,58.418,33.389,43.367,56.698
County,22105,"Tangipahoa Parish, Louisiana",78327,28.364,37.843,61.81,36.676,65.345,31.348,68.519,30.953,60.013,38.383,77.974,21.514,NA,NA,63.773,14.163,45.982,38.088,40.56,30.16,51.656,48.433,36.934,51.244,53.518,35.006,56.669,28.3,63.274,22.939,61.514,26.127,48.555,50.897
County,22107,"Tensas Parish, Louisiana",3425,25.209,44.125,66.513,31.388,68.868,26.253,71.9,26.79,64.257,33.681,78.359,20.889,NA,NA,66.92,9.172,48.174,37.234,41.234,24.066,55.634,44.55,40.096,42.318,56.089,27.346,58.977,21.815,64.785,16.931,63.652,19.633,53.924,45.188
County,22109,"Terrebonne Parish, Louisiana",72356,26.638,39.506,60.183,38.724,64.411,33.169,67.606,32.181,59.408,39.344,77.081,22.815,NA,NA,61.093,16.268,44.552,37.641,39.183,31.505,48.559,51.533,34.718,53.176,51.374,37.171,54.414,30.559,61.135,24.464,59.163,27.6,45.26,54.549
County,22111,"Union Parish, Louisiana",15477,24.25,42.045,55.243,43.014,61.813,34.975,66,33.734,56.968,41.667,75.311,24.752,NA,NA,58.01,18.089,41.901,41.343,34.025,34.276,45.852,54.271,33.037,53.721,48.393,38.91,51.199,32.64,58.603,26.415,56.578,30.072,43.9,55.712
County,22113,"Vermilion Parish, Louisiana",38039,25.376,40.146,55.446,43.11,61.088,36.217,64.648,35.167,55.327,43.392,74.394,25.332,NA,NA,56.989,18.987,41.589,41.514,34.616,34.754,45.319,54.768,32.545,55.727,48.329,40.351,50.929,33.872,58.13,27.484,56.017,30.994,42.917,56.727
County,22115,"Vernon Parish, Louisiana",31340,27.163,37.499,55.028,43.744,60.943,36.808,65.309,34.776,56.147,42.72,75.601,24.311,NA,NA,59.55,19.462,42.309,40.571,36.23,36.169,45.855,54.21,33.311,56.911,49.148,41.503,52.284,34.582,60.129,28.014,57.866,31.687,42.93,56.908
County,22117,"Washington Parish, Louisiana",31374,25.994,40.288,60.156,38.013,62.722,32.665,67.563,31.266,58.108,39.658,76.605,22.461,NA,NA,62.431,14,44.334,39.301,37.839,29.919,50.093,49.599,36.282,50.331,52.104,34.828,54.716,28.572,61.367,23.125,59.725,26.281,48.251,50.845
County,22119,"Webster Parish, Louisiana",27791,25.943,41.167,61.388,37.121,65.449,31.236,68.737,30.715,60.471,38.106,76.68,22.872,NA,NA,62.076,14.757,45.826,38.41,39.043,29.899,50.421,49.695,35.732,50.46,51.907,34.975,55.309,28.443,61.983,22.904,59.655,25.935,47.727,51.831
County,22121,"West Baton Rouge Parish, Louisiana",16150,25.028,41.699,55.738,42.483,66.507,30.762,68.239,31.807,60.755,37.773,77.021,22.818,NA,NA,63.274,13.122,45.308,38.574,36.774,29.074,52.914,47.345,37.486,47.297,54.206,31.281,57.22,25.052,63.278,20.289,61.487,24.054,47.354,52.031
County,22123,"West Carroll Parish, Louisiana",7755,23.308,42.801,52.504,45.738,59.042,37.927,63.834,35.821,53.773,44.824,73.516,26.563,NA,NA,54.711,20.942,39.673,43.165,31.316,36.507,42.798,57.257,31.21,56.108,45.926,41.784,48.081,35.887,55.968,29.635,53.831,33.113,41.518,58.071
County,22125,"West Feliciana Parish, Louisiana",11531,22.587,46.715,43.31,54.771,61.956,35.747,61.977,39.279,55.879,42.735,72.426,27.365,NA,NA,56.614,14.289,41.598,39.69,29.479,29.106,50.393,50.037,37.287,44.808,52.938,29.51,55.777,23.753,60.834,21.184,57,25.702,42.898,56.272
County,22127,"Winn Parish, Louisiana",10395,26.856,40.225,59.261,39.3,62.842,33.851,66.673,32.905,57.881,40.48,76.291,23.148,NA,NA,61.658,14.754,43.891,39.278,38.187,30.539,49.331,50.716,36.044,51.155,51.966,35.592,54.691,29.15,61.252,23.949,59.439,26.983,47.054,52.415
County,23001,"Androscoggin County, Maine",73811,33.988,28.527,70.581,28.436,73.849,24.404,79,20.376,68.655,30.192,84.729,14.836,NA,NA,71.315,12.649,54.949,30.62,51.469,28.345,58.273,41.949,36.965,55.691,58.208,34.357,63.376,26.337,71.011,19.292,70.848,20.735,50.587,49.044
County,23003,"Aroostook County, Maine",51313,31.827,30.198,66.961,31.528,70.875,26.765,75.887,23.269,65.09,33.516,82.357,16.892,NA,NA,68.418,13.43,51.422,34.268,46.583,30.135,56.009,44.244,35.375,56.332,55.549,35.838,60.385,28.129,68.872,20.61,67.454,23.171,48.607,50.703
County,23005,"Cumberland County, Maine",201375,36.358,25.603,73.691,25.541,77.643,20.987,78.781,20.874,71.739,27.625,85.75,13.844,NA,NA,72.619,10.53,56.374,30.984,54.859,26.822,59.559,40.801,36.854,57.244,59.156,34.542,65.465,25.751,71.024,20.346,70.359,22.101,50.611,48.947
County,23007,"Franklin County, Maine",21414,36.477,26.696,72.477,26.816,75.406,23.237,79.255,20.275,69.943,28.959,85.269,14.135,NA,NA,73.187,11.286,56.675,29.614,55.048,27.05,60.846,39.356,37.742,55.719,59.616,33.572,65.309,25.193,72.651,18.47,71.775,20.144,51.322,48.3
County,23009,"Hancock County, Maine",40704,38.701,24.64,73.34,25.983,75.466,23.066,78.259,21.263,69.714,29.247,85.832,13.537,NA,NA,74.664,10.838,57.282,29.498,56.317,26.79,61.134,39.084,38.457,56.239,60.798,33.409,66.526,24.878,72.966,18.625,72.147,20.212,52.046,47.485
County,23011,"Kennebec County, Maine",86319,34.571,28.371,69.804,28.938,73.184,24.817,78.181,21.172,66.951,32.025,84.045,15.542,NA,NA,70.935,12.595,53.79,32.948,49.226,30.084,57.352,42.913,35.456,57.074,56.529,35.872,62.394,27.508,70.2,20.533,69.411,22.31,49.559,50.044
County,23013,"Knox County, Maine",29688,36.75,25.739,71.734,26.991,73.722,23.822,78.504,20.735,67.611,31.15,84.638,14.569,NA,NA,73.919,10.892,56.726,30.435,54.414,27.521,61.28,38.944,37.408,56.45,59.204,34.091,64.82,25.723,73.471,17.92,72.74,19.816,52.212,47.132
County,23015,"Lincoln County, Maine",25945,35.823,27.029,70.733,28.297,74.725,23.703,78.463,21.008,69.182,29.86,84.781,14.827,NA,NA,71.801,12.638,54.699,30.917,53.304,29.086,58.14,42.093,35.67,57.802,57.277,36.021,63.314,27.461,71.357,19.853,70.457,21.633,49.676,50.007
County,23017,"Oxford County, Maine",41608,31.663,29.752,68.23,30.204,72.113,25.382,77.285,21.827,66.575,31.983,83.395,16.013,NA,NA,69.624,12.75,52.084,34.311,47.881,29.19,56.65,43.625,35.556,56.213,55.949,35.47,60.924,27.73,69.274,20.409,69.125,21.738,49.413,49.875
County,23019,"Penobscot County, Maine",105346,32.001,28.779,67.181,31.554,72.403,25.762,77.083,22.417,66.593,32.352,83.56,16.145,NA,NA,69.941,13.272,53.447,33.098,49.434,29.828,56.148,44.091,34.834,57.976,55.504,36.923,61.047,28.687,69.45,21.132,68.317,23.116,47.934,51.622
County,23021,"Piscataquis County, Maine",13138,31.495,30.4,64.58,33.832,69.23,28.339,74.976,24.235,63.333,35.357,81.083,18.134,NA,NA,65.62,15.001,49.322,35.351,44.322,31.831,53.405,46.839,34.035,57.984,53.666,38.017,58.43,30.251,66.544,23.162,65.707,25.115,46.924,52.442
County,23023,"Sagadahoc County, Maine",25634,35.179,27.325,70.321,28.502,74.504,23.584,78.374,20.986,68.756,30.218,84.731,14.87,NA,NA,71.869,12.488,55.293,31.226,52.426,29.231,58.758,41.481,35.577,57.449,57.243,35.776,63.272,27.278,71.523,19.478,70.451,21.557,50.356,49.294
County,23025,"Somerset County, Maine",37507,31.497,30.406,66.952,31.682,70.95,26.934,76.667,22.593,65.774,32.927,81.921,16.987,NA,NA,67.589,13.95,52.312,33.458,46.423,30.526,55.259,44.954,34.619,56.994,54.943,36.425,59.847,28.629,68.017,21.756,67.804,22.902,47.787,51.661
County,23027,"Waldo County, Maine",28037,35.939,26.7,69.884,29.309,74.024,24.592,76.75,22.811,68.511,30.494,84.526,14.95,NA,NA,71.359,12.434,54.666,30.411,52.695,28.468,58.734,41.491,36.526,56.989,58.265,35.001,63.901,26.689,71.239,20.228,70.486,21.589,50.206,49.452
County,23029,"Washington County, Maine",23662,34.313,28.167,67.262,31.085,69.869,27.61,75.702,23.062,64.982,33.095,82.799,16.041,NA,NA,67.601,12.908,50.982,33.494,47.366,29.373,56.652,43.563,36.29,56.224,56.686,35.27,61.425,27.306,68.986,20.241,68.218,22.084,49.403,49.888
County,23031,"York County, Maine",142458,36.713,27.041,71.261,27.699,74.359,23.938,78.754,20.701,68.678,30.385,84.247,15.205,NA,NA,72.276,12.404,56.305,30.558,53.497,28.677,59.484,40.732,36.133,57.038,57.929,35.115,64.119,26.491,72.46,18.772,71.07,21.131,50.323,49.353
County,24001,"Allegany County, Maryland",51491,27.894,37.011,61.481,36.91,66.475,31.959,71.119,27.901,60.246,38.762,79.668,19.372,NA,NA,62.439,17.436,46.647,36.962,41.576,33.274,49.028,50.828,33.528,55.173,50.493,38.613,55.125,31.738,63.045,24.732,62.466,25.601,44.083,55.675
County,24003,"Anne Arundel County, Maryland",374172,32.882,31.531,67.918,30.378,72.484,25.758,74.122,25.037,65.269,33.935,83.186,15.858,NA,NA,68.675,12.392,51.6,32.19,47.954,29.959,54.502,45.55,37.281,51.774,55.84,33.542,61.275,26.414,67.654,20.216,65.984,21.553,49.552,49.891
County,24005,"Baltimore County, Maryland",558984,33.903,30.743,73.406,24.939,75.993,22.109,78.656,19.841,71.083,27.982,85.707,13.923,NA,NA,76.398,8.552,55.611,30.399,54.696,25.682,62.789,37.165,41.726,46.844,60.943,28.417,66.177,21.929,75.159,14.236,73.886,15.805,54.715,44.861
County,24009,"Calvert County, Maryland",59690,31.405,33.573,65.31,32.967,70.614,26.998,72.214,26.38,63.312,35.261,81.591,17.063,NA,NA,67.875,13.696,50.258,34.262,45.086,30.819,54.081,45.88,36.156,52.549,54.108,34.944,59.7,27.426,67.167,20.326,66.554,21.556,47.584,52.053
County,24011,"Caroline County, Maryland",21871,27.842,37.383,62.765,35.15,66.848,30.708,71.326,27.235,60.536,37.937,79.806,19.007,NA,NA,63.728,15.229,46.832,37.462,40.753,31.483,50.498,49.375,35.568,51.794,52.139,35.476,56.147,29.122,64.013,22.559,63.726,23.469,46.563,52.846
County,24013,"Carroll County, Maryland",113341,30.394,33.337,61.769,36.654,68.951,29.873,70.962,28.398,61.761,37.658,81.136,18.504,NA,NA,63.514,18.965,46.891,36.535,42.031,36.188,48.663,51.26,32.459,57.94,49.917,41.009,55.236,33.784,63.587,26.474,62.26,28.102,43.686,56.309
County,24015,"Cecil County, Maryland",67976,28.683,35.335,63.298,34.825,68.591,29.454,70.051,28.232,62.055,36.772,79.471,19.305,NA,NA,63.805,16.604,48,36.542,43.805,32.417,50.483,49.44,34.079,54.857,51.317,37.932,56.075,31.063,64.271,23.8,63.777,24.838,45.748,53.879
County,24017,"Charles County, Maryland",98571,32.5,34.73,72.709,25.258,75.423,21.829,77.765,20.626,69.014,29.339,84.018,14.617,NA,NA,74.536,8.003,56.404,31.007,51.297,23.191,61.907,38.105,43.772,42.396,61.374,25.507,66.41,19.285,72.634,14.091,72.496,15.108,56.091,43.123
County,24019,"Dorchester County, Maryland",23154,28.468,37.199,66.289,31.384,68.821,27.919,72.407,25.854,62.668,35.588,80.469,18.052,NA,NA,67.148,12.109,48.558,36.796,44.014,27.738,54.034,45.889,38.314,47.882,54.984,31.406,59.333,25.212,66.496,19.34,66.491,20.243,50.801,48.413
County,24021,"Frederick County, Maryland",159810,36.184,29.334,69.184,29.326,73.376,25.051,75.023,24.208,65.785,33.317,82.813,15.853,NA,NA,69.695,13.045,53.615,31.743,51.096,29.012,56.358,43.628,37.342,53.371,56.235,34.78,62.225,26.859,70.587,20.044,68.294,22.299,49.357,50.282
County,24023,"Garrett County, Maryland",21192,27.944,35.697,56.057,42.229,63.151,35.518,67.722,31.522,56.326,42.581,78.454,20.616,NA,NA,59.452,20.004,43.261,39.439,37.417,36.585,45.92,53.934,32.231,57.549,48.861,41.018,52.818,34.215,61.332,27.421,60.531,28.494,41.661,57.923
County,24025,"Harford County, Maryland",168200,30.759,33.505,64.593,33.717,71.12,27.324,73.462,25.691,63.22,36.04,82.77,16.864,NA,NA,66.812,14.954,49.474,36.632,45.833,31.602,52.151,47.788,35.095,54.297,52.513,37.332,58.113,29.894,66.992,22.721,66.82,23.288,46.139,53.624
County,24027,"Howard County, Maryland",200717,38.452,27.079,72.172,25.301,74.491,22.593,76.469,20.524,68.572,28.903,84.637,13.641,NA,NA,74.928,9.326,57.69,29.116,54.974,25.83,61.812,38.239,40.573,49.819,60.479,30.357,67.048,22.518,73.832,15.885,73.734,17.229,54.537,45.158
County,24029,"Kent County, Maryland",14064,33.532,31.989,69.684,28.697,71.366,26.286,74.323,24.382,65.285,33.216,82.922,15.714,NA,NA,70.685,11.291,52.413,32.769,49.794,27.3,57.664,42.223,39.392,49.983,57.908,31.698,62.816,24.593,69.975,18.458,69.689,19.41,51.602,47.766
County,24031,"Montgomery County, Maryland",689671,42.092,23.84,79.575,19.254,80.119,18.168,79.477,19.058,72.149,26.628,87.851,11.109,NA,NA,82.153,6.321,65.677,25.695,65.604,20.924,69.709,30.294,47.777,45.369,67.746,24.979,73.632,17.749,79.622,11.6,80.46,12.588,61.552,38.287
County,24033,"Prince George's County, Maryland",580609,36.021,34.773,79.102,19.515,78.426,18.993,78.427,18.873,70.517,26.756,83.772,13.208,NA,NA,78.127,4.179,60.528,29.013,56.725,16.419,68.156,31.487,52.257,33.336,68.423,17.735,72.108,12.896,74.239,10.328,75.064,10.686,62.728,36.054
County,24035,"Queen Anne's County, Maryland",33691,30.739,32.721,62.307,35.973,67.74,30.451,70.9,28.187,60.796,38.286,81.385,17.874,NA,NA,65.641,16.283,48.068,36.136,44.604,33.477,50.298,49.598,33.977,56.515,51.785,38.935,57.027,31.47,65.86,23.613,65.251,24.759,45.283,54.384
County,24037,"St. Mary's County, Maryland",70246,28.948,35.053,64.621,33.573,70.01,28.123,72.499,26.466,63.751,35.27,81.782,17.591,NA,NA,66.313,14.971,49.105,35.567,44.539,31.073,51.347,48.604,34.886,53.545,52.224,36.443,57.427,29.342,65.363,21.93,64.911,23.003,46.699,53.026
County,24039,"Somerset County, Maryland",16855,28.834,38.946,69.829,28.334,71.806,25.593,75.3,23.166,66.247,32.17,81.547,17.094,NA,NA,69.31,10.241,52.123,33.841,47.391,25.205,56.305,43.584,39.743,45.346,56.725,29.112,61.186,23.113,67.707,17.779,67.626,18.304,51.686,47.727
County,24041,"Talbot County, Maryland",28166,30.909,33.182,64.24,33.478,68.189,28.878,71.424,27.099,61.618,36.955,81.032,17.75,NA,NA,66.464,14.058,48.332,36.541,43.917,31.371,52.939,47.003,36.04,53.038,53.582,35.581,58.584,28.44,66.647,21.405,66.254,22.65,48.269,51.066
County,24043,"Washington County, Maryland",102798,28.578,36.079,65.503,32.846,69.989,28.363,72.556,25.878,62.737,35.763,81.132,17.607,NA,NA,65.362,15.106,49.563,34.514,44.146,31.718,51.417,48.486,34.755,53.875,52.512,36.565,57.424,29.713,65.439,22.643,64.915,23.511,46.024,53.681
County,24045,"Wicomico County, Maryland",62695,30.964,35.494,66.304,31.485,70.533,26.714,73.931,24.589,63.986,34.59,81.34,17.535,NA,NA,69.081,12.162,50.113,35.207,46.532,28.506,55.001,44.905,37.949,49.14,55.126,32.425,60.007,25.767,67.989,18.907,67.804,19.943,50.17,49.275
County,24047,"Worcester County, Maryland",38428,29.969,34.598,64.998,33.303,69.748,28.451,73.185,25.758,63.074,35.89,81.755,17.463,NA,NA,66.794,14.776,49.657,35.055,45.668,31.378,51.88,48.023,35.324,53.527,53.033,36.302,58.272,29.123,66.421,21.842,65.944,22.87,46.619,53.059
County,24510,"Baltimore city, Maryland",416974,36.588,34.257,79.67,19.097,78.169,18.9,79.641,18.752,72.029,26.239,85.396,12.738,NA,NA,79.99,4.269,57.965,28.287,59.121,17.539,68.404,31.509,50.938,34.65,68.508,18.559,72.781,13.323,75.325,10.447,76.509,10.407,62.118,36.149
County,25001,"Barnstable County, Massachusetts",164363,35.339,27.05,72.395,26.787,75.986,22.762,76.706,22.818,68.96,30.55,83.38,16.068,NA,NA,71.814,12.623,53.962,32.405,52.429,30.711,57.944,41.543,36.059,55.052,56.676,36.055,63.188,28.224,70.956,20.97,71.468,20.882,48.717,51.182
County,25003,"Berkshire County, Massachusetts",93321,35.943,26.449,74.925,23.745,74.542,22.902,78.823,20.197,70.057,28.707,85.192,14.169,NA,NA,72.55,11.756,56.41,29.345,53.414,27.26,61.836,38.1,38.892,51.561,59.341,32.369,65.682,24.596,72.954,18.581,73.253,19.12,52.681,46.68
County,25005,"Bristol County, Massachusetts",378358,33.02,30.07,71.995,26.313,74.004,23.833,78.674,19.933,68.714,29.529,84.123,15.372,NA,NA,71.953,12.231,57.186,29.905,50.322,27.967,58.402,41.573,38.386,50.503,57.764,32.756,63.619,25.228,71.483,17.834,72.491,18.409,52.153,47.382
County,25007,"Dukes County, Massachusetts",12674,39.405,23.733,76.826,22.114,76.314,21.392,79.625,19.459,70.909,27.86,86.291,12.91,NA,NA,75.804,9.864,58.298,28.973,58.243,26.122,63.77,36.114,40.103,52.144,61.405,31.835,67.999,23.49,75.602,16.547,75.95,17.092,54.209,45.178
County,25009,"Essex County, Massachusetts",517701,35.131,26.608,75.493,23.498,74.61,23.447,77.743,21.667,70.15,29.072,83.886,15.321,NA,NA,72.31,11.184,55.498,30.692,54.989,27.529,63.145,36.453,41.502,49.715,61.288,30.927,67.805,23.348,74.268,17.375,75.118,17.044,53.055,46.601
County,25011,"Franklin County, Massachusetts",52063,37.411,25.949,75.803,23.335,76.777,21.639,80.201,19.106,71.534,27.474,85.967,13.545,NA,NA,74.3,11.051,58.051,28.974,56.165,27.351,61.956,37.908,38.579,52.547,59.523,33.039,66.157,24.959,73.634,18.093,74.441,17.944,52.217,47.521
County,25013,"Hampden County, Massachusetts",308398,35.06,29.266,74.191,24.293,73.136,24.189,77.901,20.694,69.521,29.261,82.861,16.301,NA,NA,72.62,11.09,55.535,32.736,52.614,26.291,59.995,39.957,40.238,48.27,59.13,30.779,63.887,24.533,71.394,18.155,73.161,17.268,53.255,46.02
County,25015,"Hampshire County, Massachusetts",97721,40.496,22.893,79.17,20.164,78.971,19.546,82.155,17.293,74.175,24.812,87.811,11.709,NA,NA,79.417,8.585,61.492,26.608,62.581,23.833,66.335,33.544,41.802,50.91,63.996,29.799,70.573,21.506,78.593,14.375,78.701,14.958,56.054,43.664
County,25017,"Middlesex County, Massachusetts",1070142,45.303,21.775,77.386,21.862,78.783,19.603,81.214,18.169,72.905,25.762,88.745,11.002,NA,NA,75.664,9.858,60.104,26.946,61.229,22.46,65.542,34.176,42.833,50.196,64.634,29.369,70.448,21.43,76.784,16.009,76.838,16.595,55.645,43.688
County,25019,"Nantucket County, Massachusetts",7532,39.34,24.016,72.31,26.91,72.311,25.944,75.802,23.504,66.692,32.219,84.341,14.717,NA,NA,73.082,11.803,54.645,30.69,54.912,28.425,60.118,39.639,40.072,52.969,60.026,33.888,66.138,25.574,73.136,19.265,73.39,19.472,51.682,47.937
County,25021,"Norfolk County, Massachusetts",474564,38.813,23.436,75.066,24.111,76.575,21.875,79.542,20.102,70.369,28.534,86.794,12.689,NA,NA,75.734,10.144,59.726,28.253,60.057,24.954,64.827,35.034,42.235,50.556,62.762,31.023,68.428,22.528,76.159,16.182,75.616,16.903,54.039,45.641
County,25023,"Plymouth County, Massachusetts",342175,33.711,27.718,70.852,27.973,72.729,25.272,79.282,20.258,69.368,29.384,84.644,15.279,NA,NA,72.75,12.067,55.737,31.434,50.503,29.753,58.413,41.476,37.779,52.377,57.328,34.092,63.373,26.654,72.281,19.074,72.285,19.676,51.306,48.365
