Label,Value,Address,Lat,Long
,,"Salt Lake City Public Library, 210 E 400 S, Salt Lake City, UT 84111",40.76054358,-111.8845203
,,"San Jose City Hall, 200 E. Santa Clara Street, San Jose, CA 95113",37.33831513,-121.8860573
,,"San Lorenzo Park, 137 Dakota Ave, Santa Cruz, CA 95060",36.97453739,-122.0215855
,,"San Rafael City Hall, 1400 5th Ave, San Rafael, CA 94901",37.97453803,-122.5318364
,,"Saskatchewan Legislative Building, 2405 Legislative Dr, Regina, SK, Regina, Canada S4S 0B3",50.43331368,-104.6149502
,,"SBCC La Playa Stadium, 100 Loma Alta Dr., Santa Barbara, CA 93109",34.4078861,-119.7034967
,,"Science World , 1455 Quebec St. , Vancouver , Canada V6A 3Z7 ",49.27322699,-123.1018458
,,"Seaman's Lodge, Pioneer Park, 423 Nimrod St., Nevada City, CA 95959",39.25911705,-121.0124744
,,"Seattle University- Admin Building , 901 12th Ave, Seattle, WA 98122",47.61064984,-122.3168106
,,"Sebring Civic Center, 345 W Center Ave, Sebring , FL 33870",27.49481407,-81.44429246
,,"Selinsgrove Post Office, 100 South Market Street, Selinsgrove, PA 17870",40.79831037,-76.86231483
,,"Serra Sculpture Park, 98 N 11th St, Saint Louis, MO 63101",38.62770905,-90.19617055
,,"Sidney Friedman Parklet, S. Fraiser St. @ Memorial Field, S. Allen St. @ Municipal Building, and Welsh Plaza, 241 S Fraser St, State College, PA 16801",40.79143372,-77.86021217
,,"Solar Valley China, Sun-Moon Mansion, Dezhou, China 253000",34.01321304,-117.6893261
,,"Sonoma Plaza, 453 1st St E, Sonoma, CA 95476",38.2925506,-122.456628
,,"Sou'wester, 3728 J Place, Seaview, WA 98644",46.32985882,-124.0579897
,,"South Side, Forsyth Park, W/E Park Avenue, Savannah, GA 31401",32.07368982,-81.09346284
,,"Spokane Tribal Gathering Place, 353 N Post St, Spokane, WA, Spokane, WA 99256",47.66018489,-117.423777
,,"Springfield Avenue between Yale & Oberlin Streets, 1852 Springfield Avenue, Maplewood NJ, Maplewood, NJ 07040",40.720909,-74.2686339
,,"St Peters Lutheran Church, 31 W. MAIN ST , Port Jervis, NY 12771",41.37869838,-74.69105721
,,"Start at East Avenue Boat Ramp, 103 East Ave., Erie,, PA 16507",42.14241785,-80.06615257
,,"Starting at Bicentennial Park , Bicentennial Park, Delaware, OH 43015",40.29842474,-83.07139126
,,"Starting Point: Rising Sun Church of Christ, 6390 NE. Rising Sun Dr., Pleasant Hill, IA 50327",41.59326848,-93.48401104
,,"State Capital, Main & 4th Streets, Juneau, AK 99801",58.30176897,-134.410649
,,"State House Lawn, 107 North Main St., Concord, NH 03301",43.20717952,-71.53662528
,,"Stewart Park, 1003 Stewart Park Dr, Roseburg, OR 97471",43.21780675,-123.3755651
,,"Stora torget, Stora torget, Nykaping, Sweden 61134",58.75310325,17.00806275
,,"Strong Park, 98 Division Street, Cathlamet, WA 98612",46.20375266,-123.3849204
,,"SURC, Central Washington University, 400 E. University Way , Ellensburg, WA 98926",46.99972599,-120.5432721
,,"Switzerland, Glaciers in Switzerland, Various, Switzerland 1200",46.10809501,5.803360511
,,"Taos Plaza, N Plaza, Taos, NM 87571",36.40770838,-105.5742787
,,"Teton Valley Climate March, Teton County Courthouse, Courthouse Drive, Driggs, ID 83455",43.60937071,-111.1053926
,,"Texas Gas Building, Frederica St, Owensboro, KY 42303",37.72745285,-87.12300219
,,"Texas State Capitol, 1300 N. Congress Ave, Austin, TX 78701",30.27601064,-97.74007981
,,"Textile Fashion Center, Skaraborgsví€Œ_gen 3, Borí€Œ«s, Sweden 50630",57.72542209,12.93830876
,,"The Boardwalk , Midland Beach/South Beach, Staten Island, NY 10304",40.62144867,-74.08011424
,,"The Campus Green, Adams State University , First St & Monterey Ave, Alamosa, CO 81101",37.47290242,-105.8791288
,,"The corner of 9 Mile Rd. , & Woodward Ave. , Ferndale, MI 48220",42.46087604,-83.13445276
,,"The Diversity Center of Galax, 101 E. Stuart Drive, Galax, VA 24333",36.66639543,-80.92664815
,,"The Gazebo, Route 5 and Hall Ave, Wallingford, CT 06492",41.45685373,-72.82405896
,,"The Goat, 995 Cowen Dr #103, Carbondale, CO 81623",39.41307624,-107.2211644
,,"The Prelude, 113 E. Jackson Avenue, Harlingen, TX 78550",26.19275789,-97.69495034
,,"The Royal American, 970 Morrison Drive, Charleston, SC 29403",32.80658598,-79.94232394
,,"The US Capitol, 3rd and Jefferson SW, Washington, DC 20024",38.88143081,-77.02871648
,,"Thission Metro Station, Thission, Athens, Greece 11851",37.97567528,23.71839315
,,"Tillamook County Library, 1716 Third Street, Tillamook, OR 97141",45.45634724,-123.8465386
,,"Tontine Mall (park), 149 Maine St, Brunswick, ME 04011",43.91468413,-69.96484827
,,"Tower Pond Park, 601 86th St SW, Albuquerque, NM 87121",35.0667399,-106.730882
,,"town park gazebo, main st., Pagosa Springs, CO 81147",37.23148719,-107.1851867
,,"Trinity Park , 1 Trinity Park, Plattsburgh, NY 12901",44.69873168,-73.45214848
,,"Tulsa County Courthouse Plaza, 500 S. Denver Ave., Tulsa, OK 74103",36.15012903,-95.99356731
,,"Tyson City Park , 213 Pacific Street and Tyson Street , Oceanside, CA 92054",33.19062118,-117.3803324
,,"Union Point Park, East Front Street, New Bern, NC 28560",35.10965084,-77.03538413
,,"Unity Temple on the Plaza, 707 W. 47th St., Kansas City, MO 64111",39.04237334,-94.59483132
,,"Universita Quisqueya, 218 Avenue Jean Paul II, Port-au-Prince, Haiti HT-6113",36.23395133,-89.74975581
,,"University of Northern Colorado Garden Theater, 1820 10th Ave, Greeley, CO 80631, Greeley, CO 80631",40.42264265,-104.708122
,,"UNL Student Union to State Capitol, 1400 R St., Lincoln, NE 68588",40.81691958,-96.70097945
,,"UNLV, 4505 S Maryland Pkwy , Las Vegas , NV 89154",36.10771665,-115.1379457
,,"US Embassy, D 33, Abidjan, Cote d'Ivoire D 33",-4.583327983,55.6666687
,,"Varbergs torg, Varbergs torg, Torggatan, Varberg, Sweden 43241",57.25043331,12.18211405
,,"Vermont State House , 115 State St, Montpelier, VT 05633",44.26124979,-72.58031831
,,"Veteran's Park , 105 S. 2nd St, Flagler Beach , FL 32136",29.48012477,-81.12761112
,,"Veterans Memorial Park, 3105 E Fry Blvd, Sierra Vista, AZ 85635",31.55466709,-110.2668587
,,"Veterans Memorial Park, 550 N. Meridian St, Indianapolis, IN 46204",39.7748043,-86.15780933
,,"Veterans Memorial Park, Midland St at Saginaw River, Bay City, MI 48708",43.59461595,-83.88233738
,,"Veterans Park (Corner of Western Ave and South Main St.), 199 S Main St, Fond du Lac, WI 54935",43.77334685,-88.44704284
,,"Waimea Main Intersection (Lindsey Road and Mamalahoa Highway), 67-1191 Mamalahoa Highway, Kamuela, HI 96743",20.02054819,-155.6686816
,,"Walker County Democratic HQ, 1111 University Avenue, Huntsville, TX 77340",30.7232201,-95.55044872
,,"Walkway over the Hudson, 61 Parker Avenue, Poughkeepsie, NY 12601",41.71186583,-73.92402588
,,"Walnut Street Bridge, Walnut and Fraizer Ave., Chattanooga, TN 37411",35.02258593,-85.24962609
,,"Warinanco Park (island behind the lake), St. Georges Avenue, Roselle, NJ 07036",40.64480366,-74.25359893
,,"Washington Middle School Park, 1101 Park Ave SW, Albuquerque, NM 87102",35.08552843,-106.6610971
,,"Waterfront Park, 1600 Pacific Highway, San Diego, CA 92101",32.72133069,-117.171182
,,"Waterfront Park, Hood River Waterfront Park, Hood River, OR 97031",45.70574819,-121.5187897
,,"Wayne Morse Federal Courthouse, 405 E. 8th Ave., Eugene, OR 97401",44.05105741,-123.0857691
,,"WICA parking lot, 565 Camano Ave, Langley, WA 98260",48.03624215,-122.4030368
,,"Withlacoochee State Trail - Trilby Trail Head, 37451 Trilby Rd, Dade City, FL 33523",28.46260183,-82.19575344
,,"Yavapai County Courthouse, 120 S. Cortez, Prescott, AZ 86301",34.54249111,-112.4687138
,,"Yellowstone County Court House, 217 N27th, Billings, MT 59101",45.78286719,-108.5082957
,,"Yountville Veterans Memorial Park, 6453 Washington Street, Yountville, CA 94599",38.39826614,-122.358206
,,"Zelasko Park, 250 S F St, Aberdeen, WA 98520",46.9762469,-123.8127428
